지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10)
108,서울,2017-01-24,-7,,2,49.6,1.7,1023.4,9.4,11.07,2.3,0
108,서울,2017-01-25,-5.2,,1.5,50.6,2,1023.4,9.5,10.78,1.9,0
108,서울,2017-01-26,-1.3,.3,2.2,64.4,3.8,1015.8,5.7,7.06,1.5,6.9
108,서울,2017-01-27,-2.6,3,3.4,47.3,2.5,1016.5,9.2,11.32,.9,1.6
108,서울,2017-01-28,-1.6,,1.7,38,2,1016,7.8,10.22,,6.6
108,서울,2017-01-29,.8,4.5,1.8,71.1,4.6,1008.3,0,1.94,2.1,9.6
108,서울,2017-01-30,-4.8,.1,3.3,61.4,2.7,1014.4,8.7,11.49,2.2,2.9
108,서울,2017-01-31,-5.4,,1.7,44.8,1.7,1018.2,8.2,10.8,1.5,3.1
108,서울,2017-02-01,-4,,2.5,44.5,2,1018.2,9.5,12.02,.8,1.4
108,서울,2017-02-02,-2.7,,2.7,52.9,2.9,1019.4,9.6,12.2,,1.3
108,서울,2017-02-03,1.5,,1.5,65.4,4.4,1016,9.2,10.33,,2.3
108,서울,2017-02-04,.9,,1.6,69.4,4.5,1010.3,1,3.59,,7
108,서울,2017-02-05,1.2,.5,2.1,75.3,5,1003,0,2.44,,7.3
108,서울,2017-02-06,-1.7,,3,51,2.7,1011.5,9.8,12.49,,0
108,서울,2017-02-07,-2,,1.5,45.4,2.3,1014.4,4.1,7.68,,5.3
108,서울,2017-02-08,-2.2,,2,50.1,2.6,1008.4,1.2,5.84,,6.8
108,서울,2017-02-09,-5.3,,3.8,47,1.9,1005.1,8.8,11.31,,1.5
108,서울,2017-02-10,-6.6,,4.1,44.3,1.6,1007.5,9.6,13.12,,.9
108,서울,2017-02-11,-4.8,,2.8,45.4,1.9,1013.5,9.7,13.41,,.3
108,서울,2017-02-12,-2.2,,2.1,51.3,2.6,1017.8,9.8,13.67,,0
108,서울,2017-02-13,.1,,1.6,59.6,3.8,1019.5,6.4,9.32,,4.3
108,서울,2017-02-14,.3,,2.5,46,2.8,1021.8,9.8,13.79,,0
108,서울,2017-02-15,1.8,,1.4,52.1,3.5,1018.9,8.9,11.14,,0
108,서울,2017-02-16,5.5,0,2,63.9,6.2,1009,2.1,5.08,,5.8
108,서울,2017-02-17,.8,4,3.9,56.9,3.9,1010.8,9.5,14.39,,3.1
108,서울,2017-02-18,-2.6,,2.8,49.4,2.5,1014.9,10,14.56,,.6
108,서울,2017-02-19,2.3,1,1.9,68,4.9,1004.8,1.2,5.12,,7
108,서울,2017-02-20,-1.5,.5,4.2,53.8,3.2,1007.1,9.9,14.19,,2.5
108,서울,2017-02-21,-.6,,1.6,37.1,2.1,1018.4,9.9,14.09,,4.5
108,서울,2017-02-22,1.7,5.1,2.7,70.8,4.8,1005.6,0,2.21,,9.9
108,서울,2017-02-23,-1.5,,3.8,56.4,3,1008.4,10.2,15.33,,1.1
108,서울,2017-02-24,-.8,,2.2,51.3,2.9,1013.4,9,14.28,,2.1
108,서울,2017-02-25,2.6,,2.3,63.6,4.5,1011.1,10.1,15.11,,1.8
108,서울,2017-02-26,3.6,,2.1,52.8,3.9,1014,10.3,14.97,,.1
108,서울,2017-02-27,3.7,,1.8,37.4,2.9,1016.4,10.6,15.89,,0
108,서울,2017-02-28,5.6,,2,41.5,3.6,1013.9,9.8,14.29,,2.1
108,서울,2017-03-01,5,5,1.8,65,5.4,1006,1.2,6.72,,9.8
108,서울,2017-03-02,1.8,.5,3.1,59.5,4.1,1005.2,9.7,15.81,,4.1
108,서울,2017-03-03,3.3,,2.1,54.4,4.3,1009.6,10.5,15.05,,1.3
108,서울,2017-03-04,5.7,,1.6,60,5.2,1008.4,10.7,15.33,,.1
108,서울,2017-03-05,5.2,.5,2.1,71.6,6.2,1005.6,6.2,10.86,,6.1
108,서울,2017-03-06,.1,,4,41.3,2.5,1006,10.9,17.51,,.5
108,서울,2017-03-07,-1.3,0,3.9,37.5,2,1006,10.9,17.54,,1
108,서울,2017-03-08,-.1,0,3.1,50.6,3.1,1003.9,8.1,13.6,,2.8
108,서울,2017-03-09,3.2,,3.1,47.3,3.5,1002.1,10.5,15.76,,.8
108,서울,2017-03-10,4.8,,2.2,37.4,3,1008.7,10.9,17.26,,.1
108,서울,2017-03-11,7.3,,1.8,37.4,3.7,1012.4,11,16.7,,3
108,서울,2017-03-12,8.2,0,2,58.4,6.3,1010.2,2.3,8.84,,9
108,서울,2017-03-13,6.9,,2.5,49.8,4.7,1007.9,10.3,16.79,,3.4
108,서울,2017-03-14,5.8,,3.2,37.5,3.3,1008.2,11.2,17.81,,.5
108,서울,2017-03-15,6.3,,2.1,34.9,3.2,1012.3,11.2,17.71,,.1
108,서울,2017-03-16,6.2,,1.9,41.8,3.7,1011.1,10.8,16.57,,3
108,서울,2017-03-17,7.7,,2,43.1,4.2,1012.9,10.9,16.6,,1.9
108,서울,2017-03-18,9.5,,2.3,34.1,3.8,1013.8,9.2,15.94,,3.5
108,서울,2017-03-19,10.9,,1.6,36,4.3,1014.9,10.9,17.09,,.3
108,서울,2017-03-20,10.2,,1.8,40.4,4.9,1008.5,0,6.43,,8.3
108,서울,2017-03-21,7.4,,3.1,48.1,4.8,1005.8,9.2,14.74,,2
108,서울,2017-03-22,7.6,,2.5,32.8,3.2,1010.2,10.3,18.17,,4.8
108,서울,2017-03-23,9.1,,2.2,34,3.8,1009.8,8.6,15.76,,4.6
108,서울,2017-03-24,8.7,,2.1,41.4,4.6,1010.4,7.9,14.18,,6.8
108,서울,2017-03-25,8.1,,2.1,41.1,4.3,1008.8,5.9,12.08,,6
108,서울,2017-03-26,7.3,,2.2,53.1,5.3,1007.8,5.4,12.83,,7.1
108,서울,2017-03-27,6.1,.4,2.5,67.4,6.3,1009.3,3.5,8.45,,6
108,서울,2017-03-28,7.1,,1.9,59.8,5.7,1012.5,6.9,13.18,,6.4
108,서울,2017-03-29,8.8,,2.3,54.9,5.9,1012,10.8,17.57,,4.3
108,서울,2017-03-30,10.6,,1.9,50,6.1,1010.9,9.1,17.17,,4.9
108,서울,2017-03-31,8.6,1.5,2.4,70.6,7.8,1007.8,.2,4.85,,8.3
108,서울,2017-04-01,9,1,2.1,60.5,6.7,1005.5,10.3,15.86,,4.8
108,서울,2017-04-02,9,,2.1,53.1,5.7,1008.1,11.6,19.44,,.9
108,서울,2017-04-03,11.4,,2.1,45.6,5.8,1012.1,11.7,20.1,,0
108,서울,2017-04-04,14.1,,2,35.3,5.3,1013.1,10.9,18.32,,4
108,서울,2017-04-05,12,37.5,2.4,66,9.2,1006.2,0,3.29,,9.9
108,서울,2017-04-06,10.4,3,2.4,90,11.3,1001.9,.3,4.66,,9.6
108,서울,2017-04-07,14.5,,2.1,68.1,10.8,1003.6,9,18.39,,6.8
108,서울,2017-04-08,13,.5,2.5,74.5,10.9,1002.2,6.9,16.31,,8.3
108,서울,2017-04-09,14.8,.5,2.8,59.6,9.5,1003.8,6.7,16.96,,8
108,서울,2017-04-10,16.5,,2.8,25.8,4.4,1001.5,11.7,22.11,,5.5
108,서울,2017-04-11,15.3,,3.2,36.8,6.5,995.9,9,18.42,,5.3
108,서울,2017-04-12,11.5,,3.7,21.8,2.8,1004.5,11.2,21.62,,1.9
108,서울,2017-04-13,12.7,0,2.5,54,7.4,1005.9,9.4,16.62,,3
108,서울,2017-04-14,13,6,3.5,57.9,8.6,1001.6,4.6,8.26,,6.9
108,서울,2017-04-15,16.8,,2.2,59.4,10.7,1003.5,9.8,20.01,,3.3
108,서울,2017-04-16,18.7,,1.4,52.9,10.9,1004.1,6.5,,,8.1
108,서울,2017-04-17,14.7,5.5,2.2,66.5,10.9,992.1,.7,4.44,,8.3
108,서울,2017-04-18,11.7,7.5,2.5,76.5,10.4,988.8,2.7,6.2,,5.3
108,서울,2017-04-19,12.6,,2.9,43.1,5.9,999.9,12.3,23.08,,2
108,서울,2017-04-20,12.9,.1,2.3,45.4,6.6,1002.2,2.6,10.27,,7.4
108,서울,2017-04-21,13.1,,2,56.5,8.2,1000.9,8.5,18.12,,3.1
108,서울,2017-04-22,14.8,,2.1,48.4,7.4,1002.8,12.4,21.83,,.5
108,서울,2017-04-23,14.9,,2.4,40,6.2,1006.8,12.6,23.55,,.1
108,서울,2017-04-24,15.1,,2.7,39.4,6.4,1008.5,12.1,21.56,,4.8
108,서울,2017-04-25,16,,2.7,56.8,10.3,1008.1,4.7,,,7.9
108,서울,2017-04-26,15.1,,3.3,36,5.7,1005.6,12.6,25.55,,2
108,서울,2017-04-27,13.6,,3.3,41.8,6,1001.4,12.8,24.94,,.4
108,서울,2017-04-28,14.4,,3,57.3,8.9,995,12.2,22.59,,3.3
108,서울,2017-04-29,17.1,,2.7,44.3,7.8,996.5,12.5,24.45,,0
108,서울,2017-04-30,19.3,,2.6,57.9,12.4,997.3,11.4,21.96,,0
108,서울,2017-05-01,20.1,,1.9,50.8,10.9,1005.9,11.9,24.3,,0
108,서울,2017-05-02,20.7,,2.1,42,9.7,1011.1,8.7,20.21,,3.1
108,서울,2017-05-03,21.5,,2,34.1,8.2,1010.5,12.6,24.05,,0
108,서울,2017-05-04,21,,2,43.6,10.6,1006,8,17.89,,7.4
108,서울,2017-05-05,20.9,,3.2,53.4,13,1003.4,11.6,23.38,,5.1
108,서울,2017-05-06,14.9,,3.8,32,5.4,1005,12.4,25.23,,.9
108,서울,2017-05-07,16.6,,3.2,42.6,7.4,1003.5,12.6,25.9,,.5
108,서울,2017-05-08,17.9,,2.1,43.6,9,1003.6,6.1,16.92,,7.3
108,서울,2017-05-09,17.1,2.5,1.6,62.6,12,1000.5,1.3,8.34,,9.4
108,서울,2017-05-10,16.4,2.5,2.5,73,13.5,999.6,7,15.29,,6.9
108,서울,2017-05-11,19.3,0,1.8,65.3,14.4,1001.1,5.3,16.69,,7.6
108,서울,2017-05-12,19.1,,2.1,71.6,15.8,998.7,0,5.57,,8
108,서울,2017-05-13,16.4,6,3.1,77.8,14.3,995.6,2.2,8.35,,6.8
108,서울,2017-05-14,15.7,,3.7,58.3,9.8,999.2,13.1,27.71,,.6
108,서울,2017-05-15,16,0,2.8,61.4,11,1001.5,8.1,17.5,,5.5
108,서울,2017-05-16,17.1,,2,60.5,11.4,1000.6,9.6,16.79,,6.4
108,서울,2017-05-17,18.6,,2.1,51.5,10.6,1001.1,13.2,26.53,,.6
108,서울,2017-05-18,20.4,,2.3,41.9,9.8,1005.5,12.9,24.44,,1.5
108,서울,2017-05-19,21.1,,2.6,42.6,9.9,1006.7,13.3,26.72,,0
108,서울,2017-05-20,20.9,,2.4,44,10.4,1005.7,13,24.18,,5.1
108,서울,2017-05-21,21.5,,2.3,48.1,11.8,1004.9,11.9,26.62,,2.8
108,서울,2017-05-22,21.8,,2,53.6,13.4,1003.8,11.8,22.27,,2.8
108,서울,2017-05-23,20,5,1.9,68,15.6,1000.6,2.4,11.66,,9.1
108,서울,2017-05-24,21.8,.1,2,60.4,15,998,12.7,24.99,,2.9
108,서울,2017-05-25,19.2,,3.4,45.6,9.8,994.9,12.8,24.3,,.9
108,서울,2017-05-26,17.7,,2.9,41.5,8.2,997.7,11.3,25.32,,1.9
108,서울,2017-05-27,19.5,,2.2,46.1,9.8,1001.7,13.5,26.95,,.1
108,서울,2017-05-28,21.2,,2.7,50.6,12.6,1001.4,11.2,23.57,,1
108,서울,2017-05-29,22.9,,2.3,61.8,16.6,1001.7,9.7,22.29,,4.6
108,서울,2017-05-30,23.6,,2.4,43.5,11.3,999.4,11.1,21.3,,6
108,서울,2017-05-31,23.3,,1.9,49.1,13.6,992.9,10.2,20.09,,5.4
108,서울,2017-06-01,23.3,,3.1,51.8,14.6,989.2,10.6,21.83,,4.3
108,서울,2017-06-02,20.5,0,2.8,37.4,8.6,994,12.2,25.66,,3.1
108,서울,2017-06-03,20.5,,3,44,10.2,997.5,13.5,27.88,,1.9
108,서울,2017-06-04,21.7,,2.6,36.9,8.9,1001.4,13.6,27.49,,1.8
108,서울,2017-06-05,24.2,0,1.9,33.3,9.4,1004.5,12.9,26.62,,4.9
108,서울,2017-06-06,19.4,15.5,2.5,60,12.7,1002.6,0,7.4,,9.8
108,서울,2017-06-07,17.6,12.5,2.4,91.4,18.3,994.7,.2,3.47,,8.8
108,서울,2017-06-08,20.1,,2.8,67.3,15.3,999.7,11.8,25.61,,3.9
108,서울,2017-06-09,21.2,.1,3.3,69.8,17.3,996.8,7.4,16.67,,6.9
108,서울,2017-06-10,21.5,4.5,2.3,46.8,10.8,996.9,9.8,24.26,,6.9
108,서울,2017-06-11,22.8,,2.2,33.8,8.8,998.3,13.7,28.53,,1
108,서울,2017-06-12,22.1,,2.8,45.5,11.7,1004.1,12.2,24.22,,4.9
108,서울,2017-06-13,21.5,0,2.4,63,15.9,1004.1,10.3,21.29,,7
108,서울,2017-06-14,21.8,,2.8,63,15.9,1000.8,11.9,25.27,,1.6
108,서울,2017-06-15,23.1,,2.5,62.4,16.8,998.1,11.4,24.81,,1.5
108,서울,2017-06-16,25.5,,2.2,55.8,17.3,999.3,11.9,24.11,,1.3
108,서울,2017-06-17,24.2,,2.4,52.3,15.3,1000.5,12.7,24.5,,0
108,서울,2017-06-18,24.3,,2.3,52,14.9,1000.2,13.2,26,,.8
108,서울,2017-06-19,24.8,,1.8,50.9,14.9,999.4,11,21,,5.6
108,서울,2017-06-20,26,0,2.1,43.4,14.1,995,7.9,18.81,,6.6
108,서울,2017-06-21,25.4,0,2.9,52.6,16.4,995.6,11.1,23.53,,3
108,서울,2017-06-22,25.3,,2.5,57.3,17.9,998.7,10.8,23.53,,3.9
108,서울,2017-06-23,26.7,,2,53,17.9,996.2,12.9,22.75,,4.1
108,서울,2017-06-24,24.5,3.5,1.2,60.4,18.2,993.3,.8,7.22,,9.5
108,서울,2017-06-25,23.8,1.5,1.5,75.4,21.8,992.6,4.6,12.96,,7.1
108,서울,2017-06-26,23.1,29,2.2,76.9,21.1,997.3,4.9,14.3,,8.8
108,서울,2017-06-27,25.2,0,2.2,67.5,21.2,999.7,7.8,18.34,,6.4
108,서울,2017-06-28,26,,2.1,63.5,21,1001.9,6.9,16.7,,6.1
108,서울,2017-06-29,26.2,,2.2,64.8,21.3,1001.1,9.5,21.06,,3.8
108,서울,2017-06-30,25.9,,2.2,65.9,21.5,998.2,7.7,19.45,,4.9
108,서울,2017-07-01,25.3,.5,2,73.6,23.3,997.4,3.4,13.89,,9.4
108,서울,2017-07-02,24.3,92,2.5,90.5,27.4,996.8,0,5.5,,10
108,서울,2017-07-03,24.7,67.5,3.5,87.6,27,995.7,2,9.19,,9.9
108,서울,2017-07-04,26.7,.5,2,74.5,25.6,996,9.4,19.73,,6.5
108,서울,2017-07-05,27.4,,1.5,66.9,23.8,1000,7.8,18.39,,4.8
108,서울,2017-07-06,27.6,34,1.7,72.3,25.9,1000.1,8.3,19.12,,7.1
108,서울,2017-07-07,26.4,16.5,2,80.8,27.7,997.7,1,6.32,,9.5
108,서울,2017-07-08,26,4.5,2.6,83.3,27.8,996.5,.1,4.66,,9.9
108,서울,2017-07-09,26.3,32.5,1,88,29.8,996.3,1.6,9.27,,9.6
108,서울,2017-07-10,24,144.5,2.3,96.5,28.7,991.1,0,2.01,,10
108,서울,2017-07-11,26,1,2.1,81.4,26.9,997.2,5.6,13.94,,8.8
108,서울,2017-07-12,27.1,0,2.3,75.9,26.8,1000.2,7.7,17.01,,6.1
108,서울,2017-07-13,27.6,,1.5,71,25.7,998,9.2,19.23,,2.6
108,서울,2017-07-14,28.7,0,2.1,68.4,26.6,998,6.6,16.04,,7
108,서울,2017-07-15,25,42.5,2.2,89,28,999.5,.5,5.65,,10
108,서울,2017-07-16,26.2,22.5,1.4,83.4,27.9,1001.8,.9,10.5,,9.4
108,서울,2017-07-17,26.8,7.5,2,77.3,26.9,1001.9,.3,11.18,,9.1
108,서울,2017-07-18,26.5,2.5,1.6,80.6,27.5,999.5,4.3,11.5,,7.4
108,서울,2017-07-19,28.3,,1.8,71.4,26.9,997.1,7,20.43,,5.9
108,서울,2017-07-20,29.9,,2.2,66.1,27.4,996.6,10.3,20.59,,2.4
108,서울,2017-07-21,29.8,,2.5,73.1,30.5,998.2,2.1,10.81,,8.6
108,서울,2017-07-22,29.3,.5,2.3,75.8,30.6,999.1,2.3,10.01,,9.5
108,서울,2017-07-23,27,133.5,2.1,89.5,31.7,994.9,0,2.72,,9.8
108,서울,2017-07-24,26.2,3,1.2,82.3,27.9,992.9,0,5.17,,9.4
108,서울,2017-07-25,29.4,,1.9,64.1,25.4,993.9,10.7,21.74,,4.3
108,서울,2017-07-26,28.7,,2.7,55.6,21.5,997.6,11.4,22.61,,3.5
108,서울,2017-07-27,27.1,3.5,1.9,62.5,22.1,998.2,1.2,10,,9.4
108,서울,2017-07-28,25.5,8.5,1.5,92.1,29.9,998,0,3.38,,9.6
108,서울,2017-07-29,27.2,0,2.3,72.3,25.8,997.6,2.5,11.78,,7.5
108,서울,2017-07-30,27.9,,1.9,64.4,23.8,997.2,6.9,18.56,,7.9
108,서울,2017-07-31,25.7,3.5,1.4,82.3,27.1,998.9,0,4.34,,9.6
108,서울,2017-08-01,28.6,2,1.7,73,28,1000.1,8.8,18.08,,7
108,서울,2017-08-02,30,,1.3,71.9,30.2,997.4,3.9,11.98,,5.1
108,서울,2017-08-03,30.2,,2.2,60.6,25.4,995.2,10.4,21.79,,5.6
108,서울,2017-08-04,30.3,,2.1,60.1,25.6,995.5,11.8,22.18,,6.3
108,서울,2017-08-05,31.4,0,1.9,63,28.7,993.4,9.4,16.84,,4.1
108,서울,2017-08-06,29.8,5,1.9,71.9,29.9,990.9,3.7,11.98,,6.9
108,서울,2017-08-07,29.2,,2.4,68.1,26.9,989.7,10.7,22.74,,3.3
108,서울,2017-08-08,28.2,,1.9,67.1,25.3,989.8,5.6,13.47,,8
108,서울,2017-08-09,27.6,2.5,2.3,66.4,24.1,988.1,4,14.17,,9.1
108,서울,2017-08-10,24.8,5.5,2,89.9,28.1,991,0,6.21,,9.9
108,서울,2017-08-11,27,.5,2.3,72.5,25.5,996.4,7.3,15.55,,5.9
108,서울,2017-08-12,27.8,,2.1,60.3,22.2,1000.6,9.6,18.42,,5.6
108,서울,2017-08-13,26.3,0,2.8,62.1,21.1,1000.4,1.4,11.22,,8.9
108,서울,2017-08-14,24.6,1.5,3.6,67.5,20.9,996.2,0,7.26,,9.6
108,서울,2017-08-15,21.9,93.5,3.6,93.8,24.5,993.2,0,3,,10
108,서울,2017-08-16,23.3,2,3.7,80.5,22.8,995.5,1.6,10.41,,9.6
108,서울,2017-08-17,24.8,.5,2.1,77.1,24,998,1.8,9.67,,8.1
108,서울,2017-08-18,26.3,0,1.3,75.6,25.5,1001,5,12.1,,8.3
108,서울,2017-08-19,26.1,0,2,75.8,25.4,1001.9,1.2,9.79,,8.1
108,서울,2017-08-20,23.2,124.5,2.9,95.6,27.1,998.6,0,3.48,,10
108,서울,2017-08-21,25.8,5,2.4,81.5,26.9,997.1,5.2,10.72,,7.6
108,서울,2017-08-22,27.3,,1.9,70.6,25.1,1001.9,9.5,16.45,,4.4
108,서울,2017-08-23,27.2,31.5,2.6,84.1,30.3,1001.3,2.4,8.22,,9.4
108,서울,2017-08-24,26.5,14,4,85.3,29.4,996,.8,3.62,,7.9
108,서울,2017-08-25,25.3,,1.7,61.9,19,998.6,8.5,20.24,,6
108,서울,2017-08-26,24.2,,2,54.5,15.7,1003.8,12.5,24.43,,1.9
108,서울,2017-08-27,22.7,0,1.4,62,17,1005,3.3,10.32,,8.3
108,서울,2017-08-28,21.5,9,1.5,73.1,18.2,1001.5,1.3,6.82,,9.1
108,서울,2017-08-29,19.5,,3.2,51.4,11.4,1004.3,11.3,21.08,,6.5
108,서울,2017-08-30,19.8,,1.5,55.8,13.2,1003.9,3.4,9.64,,7.1
108,서울,2017-08-31,22.2,,1.6,62.4,16,1002.2,11.8,19.21,,.9
108,서울,2017-09-01,23.3,,2.2,56,15.3,1002.6,12.4,22.7,,.4
108,서울,2017-09-02,23.8,,1.8,59,16.9,1002.6,10.7,19.67,,2.9
108,서울,2017-09-03,23.7,,1.6,64,18.4,1004.8,8.5,15.85,,3
108,서울,2017-09-04,24.6,,1.6,53.8,15.8,1005.2,8.8,17.94,,6.1
108,서울,2017-09-05,21.9,0,1.7,62.4,16.4,1001.8,0,5.38,,8.8
108,서울,2017-09-06,20.6,2,1.2,75.5,18.3,998.6,0,6.06,,9.6
108,서울,2017-09-07,22.4,,1.4,73.3,19.7,997.9,7.6,14.01,,5.6
108,서울,2017-09-08,24.3,,1.7,67.5,19.6,1001.4,9.7,19.77,,3.8
108,서울,2017-09-09,23.8,,1.4,70.1,20.1,1003.2,11.1,16.69,,2.8
108,서울,2017-09-10,23,.5,1.4,74.3,20.7,1003.4,0,7.34,,9.3
108,서울,2017-09-11,21.2,24,1.7,79.8,19.8,997.7,1.9,8.17,,7.6
108,서울,2017-09-12,22.1,,1.9,58.6,15.2,1003.6,11.6,19.09,,.6
108,서울,2017-09-13,21.4,,1.9,49.3,12.1,1008.4,11.9,21.6,,0
108,서울,2017-09-14,22.4,,1.7,48.8,12.7,1009.3,11.5,20.59,,1.5
108,서울,2017-09-15,22.6,,3.6,48.4,13,1009,11.3,19.03,,3.9
108,서울,2017-09-16,22,,3.6,50.9,13.3,1004.5,11,20.23,,3.1
108,서울,2017-09-17,23.1,,2.7,51.3,14.2,997.6,10,19.04,,3.5
108,서울,2017-09-18,21.9,,2.1,62.8,16.1,998.3,11.4,18.98,,1.8
108,서울,2017-09-19,22.6,8,3,79.1,21.7,998.8,2.1,7.26,,7.9
108,서울,2017-09-20,19.5,,2.4,48.9,10.8,1002.4,11.6,20.74,,.8
108,서울,2017-09-21,20.3,,1.6,57.3,12.8,1004,11.5,19.35,,.5
108,서울,2017-09-22,20.6,,2.1,60.8,14.4,1003,11,16.7,,3.5
108,서울,2017-09-23,21.8,0,1.6,69.8,17.9,1005.4,7.3,13.3,,6.6
108,서울,2017-09-24,22.4,0,2,71.5,19.2,1005.1,5.4,11.77,,6.9
108,서울,2017-09-25,23.4,,1.4,58,16,1004.8,10.4,16.62,,2.5
108,서울,2017-09-26,25.1,0,1.9,57,17.6,1002.2,8.7,15.66,,4.9
108,서울,2017-09-27,22.7,.5,1.7,66.4,18.3,997.7,0,.02,,8.8
108,서울,2017-09-28,19.2,,2.8,49.1,10.6,1000.5,,11.81,,2.5
108,서울,2017-09-29,17.4,,2.2,39.3,7.5,1007.5,10.5,13.75,,3.1
108,서울,2017-09-30,20,,1.5,64.9,15.2,1011.1,5.8,6.11,,3.5
108,서울,2017-10-01,18.2,4,2.3,74.8,15.4,1006.8,.6,3.06,,8.9
108,서울,2017-10-02,22,1.5,2.3,62.3,15.6,1001.3,10.2,11.2,,2.6
108,서울,2017-10-03,17.6,,2.3,49.8,10.1,1008.2,6.7,7.19,,5.8
108,서울,2017-10-04,16.7,,1.8,48.5,9.1,1013.1,8.5,9.93,,6.6
108,서울,2017-10-05,18.7,,2.1,56.4,12,1013.1,6.4,7.21,,8
108,서울,2017-10-06,18.9,.5,2.3,66.4,14.3,1008.9,4.6,5.32,,8.5
108,서울,2017-10-07,21.9,0,1.2,67.6,17.3,1009.7,6.2,9.17,,7.5
108,서울,2017-10-08,23,,1.4,66.9,18.4,1012,10,9.32,,4.8
108,서울,2017-10-09,22.5,0,1.5,66,17.6,1011.4,6.5,7.24,,6.5
108,서울,2017-10-10,21.4,.4,1.3,76.9,19.4,1008.2,1,3.75,,9.3
108,서울,2017-10-11,15.5,20,2.9,77.1,13.8,1008.1,1.9,3.87,,9.3
108,서울,2017-10-12,11.4,,2,71,9.3,1010.4,,2.23,,7.1
108,서울,2017-10-13,12.8,,3.2,51,7.3,1012.1,9.6,9.41,,3.4
108,서울,2017-10-14,14.4,,,42.8,6.6,1015.5,10.6,10.58,,4.9
108,서울,2017-10-15,15.8,,1.7,42.5,7.5,1017.1,9.3,9.97,,5.4
108,서울,2017-10-16,16.6,,1.7,47.6,8.8,1016.4,5.3,7.3,,7.9
108,서울,2017-10-17,16.2,,1.3,47.1,8.5,1014.1,10.3,10.3,,.4
108,서울,2017-10-18,16.5,.1,2.4,58.8,10.9,1012.9,.3,3.13,,9.3
108,서울,2017-10-19,17,,1.8,58.3,10.8,1009.2,9.2,9.08,,3.8
108,서울,2017-10-20,17,,1.5,58.6,10.8,1008.8,10.1,9.75,,.1
108,서울,2017-10-21,17.6,,1.3,52.8,9.9,1007.6,10.1,9.75,,0
108,서울,2017-10-22,16.3,,3.1,50.4,9,1004,9.6,8.97,,1.8
108,서울,2017-10-23,13.7,,1.4,47,7.2,1007.8,10.1,9.37,,0
108,서울,2017-10-24,14.4,,1.9,54.3,8.6,1013.6,8.2,7.95,,3
108,서울,2017-10-25,14.4,,1.5,59,9.2,1014.5,9.5,9.17,,2.9
108,서울,2017-10-26,14.5,,1.2,56.5,9,1011.3,1.8,4.42,,8.6
108,서울,2017-10-27,16.9,,1.2,54.4,10.1,1009.6,9.7,8.47,,1.9
108,서울,2017-10-28,17.2,,2,51.9,9.9,1009.8,9.8,8.75,,.1
108,서울,2017-10-29,11.5,,3.3,45.6,6.5,1007.1,7.3,7.94,,0
108,서울,2017-10-30,7.7,,2.4,27.4,2.8,1015.1,9.8,9.16,,0
108,서울,2017-10-31,10.4,,1.8,54.3,7,1014.6,9.5,8.01,,1.8
108,서울,2017-11-01,14.4,,2.1,72.4,11.8,1010.4,2,2.94,,8.5
108,서울,2017-11-02,15.5,1,1.6,78.8,13.8,1007.9,1.2,2.28,,8.8
108,서울,2017-11-03,12.3,1.5,3.2,66,9.9,1009.3,5.9,5.24,,5.6
108,서울,2017-11-04,7.8,,2.5,47.9,5,1018.1,9.6,8.3,,2.4
108,서울,2017-11-05,8.4,,1.5,52.5,5.8,1018.3,6.5,,,3.3
108,서울,2017-11-06,11.4,,1.5,64.5,8.5,1014.2,5.9,6.24,,5.5
108,서울,2017-11-07,14.4,0,1.5,61.4,9.9,1010.4,3.3,4.41,,9.1
108,서울,2017-11-08,13.1,0,3,53.3,8.1,1009.8,8,7.21,,3.9
108,서울,2017-11-09,9.4,,1.2,39.6,4.4,1013.5,9.3,7.63,,0
108,서울,2017-11-10,9.8,7.5,3,56.3,7.2,1005.8,1.5,2.05,,4.4
108,서울,2017-11-11,5.9,,2.2,42.9,4,1011.1,8.6,8.18,,0
108,서울,2017-11-12,5.3,,1.4,57.1,5,1011.3,8.6,6.72,,1.5
108,서울,2017-11-13,8.4,4.5,1.9,64.4,7.2,1006.7,1.5,2.85,,7.9
108,서울,2017-11-14,7.5,,2.4,42.5,4.4,1008.5,8.5,7.48,,1.9
108,서울,2017-11-15,3.2,,2.8,38.3,2.9,1011.3,8.6,7.34,,4.1
108,서울,2017-11-16,1,,1.5,30.3,1.9,1014.6,8.6,7.66,,0
108,서울,2017-11-17,3,0,2.2,39.4,3,1009.2,0,1.24,,8.5
108,서울,2017-11-18,-2.1,,3.4,38.5,2,1013,8.6,7.97,,0
108,서울,2017-11-19,-1.6,,2.2,37.8,2,1016.4,8,7.42,,2.8
108,서울,2017-11-20,-.4,0,1.4,55.3,3.3,1016,,,,3.5
108,서울,2017-11-21,1.3,,1.4,55.6,3.5,1015.7,8.5,7.14,,1.1
108,서울,2017-11-22,4.3,.5,2.4,54.8,4.6,1007.8,5.5,4.17,,5.1
108,서울,2017-11-23,.9,1.2,2.1,49.3,3.2,1009.8,6.8,5.25,1.5,4.8
